task,task_id,item_uid,trial_type,prompt,item,answer,response_alternatives,chance_level,prompt_phrase,prompt_image,full_prompt
same-different-selection,sds,sds_dimensions_texture,test-dimensions,NA,Choose the star on the gray card.,med-yellow-star-gray,"med-yellow-star-black,med-yellow-star,med-yellow-star-striped",0.25,NA,NA,NA
same-different-selection,sds,sds_dimensions_texture,test-dimensions,NA,Choose the star on the striped card.,med-yellow-star-striped,"med-yellow-star-gray,med-yellow-star,med-yellow-star-black",0.25,NA,NA,NA
same-different-selection,sds,sds_dimensions_number,test-dimensions,NA,Choose the card with 1 star.,med-red-star-black,"med-red-star-2-black,med-red-star-3-black,med-red-star-4-black",0.25,NA,NA,NA
same-different-selection,sds,sds_dimensions_number,test-dimensions,NA,Choose the card with 2 stars.,med-red-star-2-gray,"med-red-star-gray,med-red-star-3-gray,med-red-star-4-gray",0.25,NA,NA,NA
same-different-selection,sds,sds_dimensions_number,test-dimensions,NA,Choose the card with 3 stars.,med-red-star-3,"med-red-star,med-red-star-2,med-red-star-4",0.25,NA,NA,NA
same-different-selection,sds,sds_dimensions_number,test-dimensions,NA,Choose the card with 4 stars.,med-red-star-4-striped,"med-red-star-striped,med-red-star-3-striped,med-red-star-2-striped",0.25,NA,NA,NA
same-different-selection,sds,sds_3match_choice1,3-match,NA,Touch two pictures that are the same.,NA,"med-blue-circle-gray,med-red-square-2,med-green-triangle-3-striped,med-green-circle-2-black",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice2,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-blue-circle-gray,med-red-square-2,med-green-triangle-3-striped,med-green-circle-2-black",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice3,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-blue-circle-gray,med-red-square-2,med-green-triangle-3-striped,med-green-circle-2-black",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice1,3-match,NA,Touch two pictures that are the same.,NA,"med-blue-triangle-3-gray,med-green-circle-3-striped,med-red-square-2,med-yellow-square-gray",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice2,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-blue-triangle-3-gray,med-green-circle-3-striped,med-red-square-2,med-yellow-square-gray",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice3,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-blue-triangle-3-gray,med-green-circle-3-striped,med-red-square-2,med-yellow-square-gray",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice1,3-match,NA,Touch two pictures that are the same.,NA,"med-red-star,med-blue-square-striped,med-blue-circle-4-gray,med-green-circle-2-black",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice2,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-star,med-blue-square-striped,med-blue-circle-4-gray,med-green-circle-2-black",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice3,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-star,med-blue-square-striped,med-blue-circle-4-gray,med-green-circle-2-black",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice1,3-match,NA,Touch two pictures that are the same.,NA,"med-green-square-2-striped,med-red-triangle-2,med-green-star-3-black,med-blue-circle-4",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice2,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-green-square-2-striped,med-red-triangle-2,med-green-star-3-black,med-blue-circle-4",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice3,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-green-square-2-striped,med-red-triangle-2,med-green-star-3-black,med-blue-circle-4",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice1,3-match,NA,Touch two pictures that are the same.,NA,"med-blue-circle-2-gray,med-blue-square,med-green-circle-4-black,med-red-star-striped",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice2,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-blue-circle-2-gray,med-blue-square,med-green-circle-4-black,med-red-star-striped",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice3,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-blue-circle-2-gray,med-blue-square,med-green-circle-4-black,med-red-star-striped",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice1,3-match,NA,Touch two pictures that are the same.,NA,"med-red-square-4-gray,med-blue-star,med-blue-square-2-striped,med-yellow-triangle-3",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice2,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-square-4-gray,med-blue-star,med-blue-square-2-striped,med-yellow-triangle-3",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice3,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-square-4-gray,med-blue-star,med-blue-square-2-striped,med-yellow-triangle-3",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice1,3-match,NA,Touch two pictures that are the same.,NA,"med-red-star-striped,med-yellow-square-3-black,med-blue-star-3-gray,med-yellow-triangle-4",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice2,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-star-striped,med-yellow-square-3-black,med-blue-star-3-gray,med-yellow-triangle-4",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice3,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-star-striped,med-yellow-square-3-black,med-blue-star-3-gray,med-yellow-triangle-4",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice1,3-match,NA,Touch two pictures that are the same.,NA,"med-red-square-3-gray,med-blue-star,med-blue-square-4-striped,med-yellow-triangle-2",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice2,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-square-3-gray,med-blue-star,med-blue-square-4-striped,med-yellow-triangle-2",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice3,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-square-3-gray,med-blue-star,med-blue-square-4-striped,med-yellow-triangle-2",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice1,3-match,NA,Touch two pictures that are the same.,NA,"med-red-circle-4-gray,med-green-star,med-blue-star-4-striped,med-yellow-triangle-2-gray",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice2,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-circle-4-gray,med-green-star,med-blue-star-4-striped,med-yellow-triangle-2-gray",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice3,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-circle-4-gray,med-green-star,med-blue-star-4-striped,med-yellow-triangle-2-gray",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice1,3-match,NA,Touch two pictures that are the same.,NA,"med-red-triangle,med-yellow-circle-gray,med-green-square-2-striped,med-yellow-star-4-striped",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice2,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-triangle,med-yellow-circle-gray,med-green-square-2-striped,med-yellow-star-4-striped",NA,NA,NA,NA
same-different-selection,sds,sds_3match_choice3,3-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-triangle,med-yellow-circle-gray,med-green-square-2-striped,med-yellow-star-4-striped",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice1,4-match,NA,Touch two pictures that are the same.,NA,"med-blue-square,med-green-square-2-black,med-red-triangle-gray,med-green-circle-3-striped,med-yellow-star-4-gray",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice2,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-blue-square,med-green-square-2-black,med-red-triangle-gray,med-green-circle-3-striped,med-yellow-star-4-gray",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice3,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-blue-square,med-green-square-2-black,med-red-triangle-gray,med-green-circle-3-striped,med-yellow-star-4-gray",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice4,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-blue-square,med-green-square-2-black,med-red-triangle-gray,med-green-circle-3-striped,med-yellow-star-4-gray",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice1,4-match,NA,Touch two pictures that are the same.,NA,"med-green-circle-4,med-blue-star-3-gray,med-red-triangle-2,med-green-square-black,med-yellow-square-3-striped",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice2,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-green-circle-4,med-blue-star-3-gray,med-red-triangle-2,med-green-square-black,med-yellow-square-3-striped",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice3,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-green-circle-4,med-blue-star-3-gray,med-red-triangle-2,med-green-square-black,med-yellow-square-3-striped",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice4,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-green-circle-4,med-blue-star-3-gray,med-red-triangle-2,med-green-square-black,med-yellow-square-3-striped",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice1,4-match,NA,Touch two pictures that are the same.,NA,"med-red-square-2-gray,med-blue-circle,med-green-star-4-striped,med-green-triangle-3-gray,med-yellow-star-black",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice2,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-square-2-gray,med-blue-circle,med-green-star-4-striped,med-green-triangle-3-gray,med-yellow-star-black",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice3,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-square-2-gray,med-blue-circle,med-green-star-4-striped,med-green-triangle-3-gray,med-yellow-star-black",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice4,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-square-2-gray,med-blue-circle,med-green-star-4-striped,med-green-triangle-3-gray,med-yellow-star-black",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice1,4-match,NA,Touch two pictures that are the same.,NA,"med-blue-circle-2-striped,med-yellow-triangle,med-red-square-3,med-red-circle-4-black,med-green-star-gray",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice2,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-blue-circle-2-striped,med-yellow-triangle,med-red-square-3,med-red-circle-4-black,med-green-star-gray",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice3,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-blue-circle-2-striped,med-yellow-triangle,med-red-square-3,med-red-circle-4-black,med-green-star-gray",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice4,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-blue-circle-2-striped,med-yellow-triangle,med-red-square-3,med-red-circle-4-black,med-green-star-gray",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice1,4-match,NA,Touch two pictures that are the same.,NA,"med-green-square,med-red-triangle-3-striped,med-yellow-circle-3-gray,med-blue-triangle-4-black,med-blue-star-2",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice2,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-green-square,med-red-triangle-3-striped,med-yellow-circle-3-gray,med-blue-triangle-4-black,med-blue-star-2",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice3,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-green-square,med-red-triangle-3-striped,med-yellow-circle-3-gray,med-blue-triangle-4-black,med-blue-star-2",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice4,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-green-square,med-red-triangle-3-striped,med-yellow-circle-3-gray,med-blue-triangle-4-black,med-blue-star-2",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice1,4-match,NA,Touch two pictures that are the same.,NA,"med-red-circle-black,med-red-square-3,med-green-triangle-2-striped,med-blue-star-2-gray,med-yellow-circle-4-gray",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice2,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-circle-black,med-red-square-3,med-green-triangle-2-striped,med-blue-star-2-gray,med-yellow-circle-4-gray",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice3,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-circle-black,med-red-square-3,med-green-triangle-2-striped,med-blue-star-2-gray,med-yellow-circle-4-gray",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice4,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-circle-black,med-red-square-3,med-green-triangle-2-striped,med-blue-star-2-gray,med-yellow-circle-4-gray",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice1,4-match,NA,Touch two pictures that are the same.,NA,"med-red-triangle-4-striped,med-blue-triangle-3-gray,med-green-star-2,sm-green-circle-striped,med-yellow-square-3-black",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice2,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-triangle-4-striped,med-blue-triangle-3-gray,med-green-star-2,sm-green-circle-striped,med-yellow-square-3-black",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice3,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-triangle-4-striped,med-blue-triangle-3-gray,med-green-star-2,sm-green-circle-striped,med-yellow-square-3-black",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice4,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-red-triangle-4-striped,med-blue-triangle-3-gray,med-green-star-2,sm-green-circle-striped,med-yellow-square-3-black",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice1,4-match,NA,Touch two pictures that are the same.,NA,"med-yellow-star-2-black,med-red-square-4-black,med-green-star-striped,med-blue-triangle-3-gray,med-red-circle-3",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice2,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-yellow-star-2-black,med-red-square-4-black,med-green-star-striped,med-blue-triangle-3-gray,med-red-circle-3",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice3,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-yellow-star-2-black,med-red-square-4-black,med-green-star-striped,med-blue-triangle-3-gray,med-red-circle-3",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice4,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-yellow-star-2-black,med-red-square-4-black,med-green-star-striped,med-blue-triangle-3-gray,med-red-circle-3",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice1,4-match,NA,Touch two pictures that are the same.,NA,"med-green-circle-gray,med-blue-star-3,med-yellow-square-4-gray,med-yellow-circle-2-striped,med-red-triangle-3",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice2,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-green-circle-gray,med-blue-star-3,med-yellow-square-4-gray,med-yellow-circle-2-striped,med-red-triangle-3",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice3,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-green-circle-gray,med-blue-star-3,med-yellow-square-4-gray,med-yellow-circle-2-striped,med-red-triangle-3",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice4,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-green-circle-gray,med-blue-star-3,med-yellow-square-4-gray,med-yellow-circle-2-striped,med-red-triangle-3",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice1,4-match,NA,Touch two pictures that are the same.,NA,"med-yellow-circle-3,med-blue-triangle-2-gray,med-red-square-striped,med-blue-star-4,med-green-triangle-black",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice2,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-yellow-circle-3,med-blue-triangle-2-gray,med-red-square-striped,med-blue-star-4,med-green-triangle-black",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice3,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-yellow-circle-3,med-blue-triangle-2-gray,med-red-square-striped,med-blue-star-4,med-green-triangle-black",NA,NA,NA,NA
same-different-selection,sds,sds_4match_choice4,4-match,NA,Touch two pictures that are the same in a different way.,NA,"med-yellow-circle-3,med-blue-triangle-2-gray,med-red-square-striped,med-blue-star-4,med-green-triangle-black",NA,NA,NA,NA
theory-of-mind,tom,tom_reality_known_false_belief,false_belief_question,Where will Madison look for her book first?,1c,chair,rug,0.5,NA,NA,"Here is Madison. This morning, Madison put her book behind the chair, because she didn't want anyone to find it. But when Madison was outside playing, someone did find it! And hid it under the rug. So now it's reading time and Madison wants her book. Where will Madison look for her book first? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_reality_known_reality_check,reality_check_question,And where is her book really?,1c,rug,chair,0.5,NA,NA,"Here is Madison. This morning, Madison put her book behind the chair, because she didn't want anyone to find it. But when Madison was outside playing, someone did find it! And hid it under the rug. So now it's reading time and Madison wants her book. Where is her book really? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_moral_reasoning_false_belief,false_belief_question,"Now, when Ethan comes in from outside, where will he look first for his book?",2d,shelf,coats,0.5,NA,NA,"This morning when he came to school, Ethan put his book on the shelf above the coat hooks. Ethan's book is blue! And then he went outside to play. Here's Ethan playing outside. And while he was outside playing, Ethan's book fell down from above the coat hooks onto the floor under the coats. Then Hannah comes in and Hannah puts her book up above the coat hooks. Hannah's book is also blue! Ethan is still outside playing, so he didn't see what Hannah was doing. Now, when Ethan comes in from outside, where will he look first for his book? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_moral_reasoning_emotion_reasoning_1,emotion_reasoning_question,How do you think Hannah feels about Ethan reaching for that book?,2g,angry,"happy,calm,scared",0.25,NA,NA,"This morning when he came to school, Ethan put his book on the shelf above the coat hooks. Ethan's book is blue! And then he went outside to play. Here's Ethan playing outside. And while he was outside playing, Ethan's book fell down from above the coat hooks onto the floor under the coats. Then Hannah comes in and Hannah puts her book up above the coat hooks. Hannah's book is also blue! Ethan is still outside playing, so he didn't see what Hannah was doing. Let's see what he does. Oh look, here is Ethan reaching for this book up on the shelf. And now Hannah sees Ethan reaching for that book... the book that is Hannah's! How do you think Hannah feels about Ethan reaching for that book? Answer A, B, C, or D. <image1> <image2> <image3> <image4>"
theory-of-mind,tom,tom_moral_reasoning_emotion_reasoning_2,emotion_reasoning_question,How do you think Hannah would feel if she had not seen Ethan reaching for the book?,2g,calm,"happy,angry,scared",0.25,NA,NA,"This morning when he came to school, Ethan put his book on the shelf above the coat hooks. Ethan's book is blue! And then he went outside to play. Here's Ethan playing outside. And while he was outside playing, Ethan's book fell down from above the coat hooks onto the floor under the coats. Then Hannah comes in and Hannah puts her book up above the coat hooks. Hannah's book is also blue! Ethan is still outside playing, so he didn't see what Hannah was doing. Let's see what he does. Oh look, here is Ethan reaching for this book up on the shelf. And now Hannah sees Ethan reaching for that book... the book that is Hannah's! How do you think Hannah would feel if she had not seen Ethan reaching for the book? Answer A, B, C, or D. <image1> <image2> <image3> <image4>"
theory-of-mind,tom,tom_moral_reasoning_false_belief_1,false_belief_question,Is Ethan being mean and naughty for taking Hannah's book?,2f_new2,no,yes,0.5,NA,NA,"This morning when he came to school, Ethan put his book on the shelf above the coat hooks. Ethan's book is blue! And then he went outside to play. Here's Ethan playing outside. And while he was outside playing, Ethan's book fell down from above the coat hooks onto the floor under the coats. Then Hannah comes in and Hannah puts her book up above the coat hooks. Hannah's book is also blue! Ethan is still outside playing, so he didn't see what Hannah was doing. Let's see what he does. Oh look, here is Ethan reaching for this book up on the shelf. And now Hannah sees Ethan reaching for that book... the book that is Hannah's! Is Ethan being mean and naughty for taking Hannah's book? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_moral_reasoning_false_belief_2,false_belief_question,Should Ethan get in trouble with the teacher for taking Hannah's book?,2f_new2,no,yes,0.5,NA,NA,"This morning when he came to school, Ethan put his book on the shelf above the coat hooks. Ethan's book is blue! And then he went outside to play. Here's Ethan playing outside. And while he was outside playing, Ethan's book fell down from above the coat hooks onto the floor under the coats. Then Hannah comes in and Hannah puts her book up above the coat hooks. Hannah's book is also blue! Ethan is still outside playing, so he didn't see what Hannah was doing. Let's see what he does. Oh look, here is Ethan reaching for this book up on the shelf. And now Hannah sees Ethan reaching for that book... the book that is Hannah's! Should Ethan get in trouble with the teacher for taking Hannah's book? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_moral_reasoning_reality_check,reality_check_question,Can you help Hannah find her book? Is it on the shelf or under the coats?,2g,shelf,coats,0.5,NA,NA,"This morning when he came to school, Ethan put his book on the shelf above the coat hooks. Ethan's book is blue! And then he went outside to play. Here's Ethan playing outside. And while he was outside playing, Ethan's book fell down from above the coat hooks onto the floor under the coats. Then Hannah comes in and Hannah puts her book up above the coat hooks. Hannah's book is also blue! Ethan is still outside playing, so he didn't see what Hannah was doing. Let's see what he does. Oh look, here is Ethan reaching for this book up on the shelf. And now Hannah sees Ethan reaching for that book... the book that is Hannah's! Can you help Hannah find her book? Is it on the shelf or under the coats? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_moral_reasoning_reality_check_2,reality_check_question,Can you help Ethan find his book? Is it on the shelf or under the coats?,2f_new2,coats,shelf,0.5,NA,NA,"This morning when he came to school, Ethan put his book on the shelf above the coat hooks. Ethan's book is blue! And then he went outside to play. Here's Ethan playing outside. And while he was outside playing, Ethan's book fell down from above the coat hooks onto the floor under the coats. Then Hannah comes in and Hannah puts her book up above the coat hooks. Hannah's book is also blue! Ethan is still outside playing, so he didn't see what Hannah was doing. Let's see what he does. Oh look, here is Ethan reaching for this book up on the shelf. And now Hannah sees Ethan reaching for that book... the book that is Hannah's! Can you help Ethan find his book? Is it on the shelf or under the coats? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_interpretation_reality_check_1,reality_check_question,What did Joshua mean to draw?,3d,fountain,tree,0.5,NA,NA,"Joshua, Isabel, and Ivan are playing a game. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. So Ivan is going first. He draws this clue in the sandbox, and then he goes to hide. Now it's Joshua's turn to leave a clue, and hide. Isabel and Ivan will then try to use the clue to find him. Joshua decides to hide behind the fountain. He draws a clue in the sand. He tries to draw the fountain, with the bottom part and the water coming out of it. But the drawing looks like a tree instead! Then Joshua goes and hides behind the fountain. What did Joshua mean to draw? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_interpretation_false_belief,false_belief_question,"When Isabel and Ivan see this clue, where will they look first for Joshua?",3d,behind-tree,behind-fountain,0.5,NA,NA,"Joshua, Isabel, and Ivan are playing a game. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. So Ivan is going first. He draws this clue in the sandbox, and then he goes to hide. Now it's Joshua's turn to leave a clue, and hide. Isabel and Ivan will then try to use the clue to find him. Joshua decides to hide behind the fountain. He draws a clue in the sand. He tries to draw the fountain, with the bottom part and the water coming out of it. But the drawing looks like a tree instead! Then Joshua goes and hides behind the fountain. When Isabel and Ivan see this clue, where will they look first for Joshua? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_interpretation_reality_check_2,reality_check_question,Can you help them find where Joshua really is?,3d,behind-fountain,behind-tree,0.5,NA,NA,"Joshua, Isabel, and Ivan are playing a game. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. So Ivan is going first. He draws this clue in the sandbox, and then he goes to hide. Now it's Joshua's turn to leave a clue, and hide. Isabel and Ivan will then try to use the clue to find him. Joshua decides to hide behind the fountain. He draws a clue in the sand. He tries to draw the fountain, with the bottom part and the water coming out of it. But the drawing looks like a tree instead! Then Joshua goes and hides behind the fountain. Can you help them find where Joshua really is? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_interpretation_emotion_reasoning,emotion_reasoning_question,"Look, Isabel and Ivan found Joshua, and won the game! How do you think Isabel feels about winning the game?",3e,proud,"surprised,sad,scared",0.25,NA,NA,"Joshua, Isabel, and Ivan are playing a game. Here's how the game goes: One kid hides, but draws a clue in the sandbox so the other kids can find them. So Ivan is going first. He draws this clue in the sandbox, and then he goes to hide. Now it's Joshua's turn to leave a clue, and hide. Isabel and Ivan will then try to use the clue to find him. Joshua decides to hide behind the fountain. He draws a clue in the sand. He tries to draw the fountain, with the bottom part and the water coming out of it. But the drawing looks like a tree instead! Then Joshua goes and hides behind the fountain. Look, Isabel and Ivan found Joshua, and won the game! How do you think Isabel feels about winning the game? Answer A, B, C, or D. <image1> <image2> <image3> <image4>"
theory-of-mind,tom,tom_deception_emotion_reasoning_1,emotion_reasoning_question,How does Joshua feel about losing his truck?,4b_new2,sad,"happy,proud,disgusted",0.25,NA,NA,"Joshua brought his toy truck with him to the park, but now he can't find it. He's looking everywhere but he can't find it. How does Joshua feel about losing his truck? Answer A, B, C, or D. <image1> <image2> <image3> <image4>"
theory-of-mind,tom,tom_deception_emotion_reasoning_2,emotion_reasoning_question,How would Joshua feel if he found his truck?,4b_new2,happy,"sad,scared,proud",0.25,NA,NA,"Joshua brought his toy truck with him to the park, but now he can't find it. He's looking everywhere but he can't find it. How would Joshua feel if he found his truck? Answer A, B, C, or D. <image1> <image2> <image3> <image4>"
theory-of-mind,tom,tom_deception_false_belief_1,false_belief_question,Is it fair that Mother is mad at Joshua for losing his truck?,4c_new3,no,yes,0.5,NA,NA,"Joshua brought his toy truck with him to the park, but now he can't find it. He's looking everywhere but he can't find it. Joshua can't find his truck because earlier in the day, when no one was looking, Isabel took the toy truck and buried it in the sandbox. So Joshua looks everywhere and he can't find his toy truck. Mother gets mad at Joshua, because he lost his truck. Is it fair that Mother is mad at Joshua for losing his truck? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_deception_false_belief_2,false_belief_question,Is Mother mad at Isabel?,4c_new3,no,yes,0.5,NA,NA,"Joshua brought his toy truck with him to the park, but now he can't find it. He's looking everywhere but he can't find it. Joshua can't find his truck because earlier in the day, when no one was looking, Isabel took the toy truck and buried it in the sandbox. So Joshua looks everywhere and he can't find his toy truck. Mother gets mad at Joshua, because he lost his truck. Is Mother mad at Isabel? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_deception_false_belief_3,false_belief_question,Is Joshua mad at Isabel?,4c_new3,no,yes,0.5,NA,NA,"Joshua brought his toy truck with him to the park, but now he can't find it. He's looking everywhere but he can't find it. Joshua can't find his truck because earlier in the day, when no one was looking, Isabel took the toy truck and buried it in the sandbox. So Joshua looks everywhere and he can't find his toy truck. Mother gets mad at Joshua, because he lost his truck. Is Joshua mad at Isabel? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_deception_reality_check_1,reality_check_question,Is Mother mad at Joshua now?,4g,no,yes,0.5,NA,NA,"Joshua brought his toy truck with him to the park, but now he can't find it. He's looking everywhere but he can't find it. Joshua can't find his truck because earlier in the day, when no one was looking, Isabel took the toy truck and buried it in the sandbox. So Joshua looks everywhere and he can't find his toy truck. Mother gets mad at Joshua, because he lost his truck. When Isabel sees that Mother is mad at Joshua, she goes to the sandbox and digs up the toy truck, and gives it back to Joshua. Is Mother mad at Joshua now? Answer A or B. <image1> <image2>"
theory-of-mind,tom,tom_deception_reality_check_2,reality_check_question,Is Mother mad at Isabel now?,4g,yes,no,0.5,NA,NA,"Joshua brought his toy truck with him to the park, but now he can't find it. He's looking everywhere but he can't find it. Joshua can't find his truck because earlier in the day, when no one was looking, Isabel took the toy truck and buried it in the sandbox. So Joshua looks everywhere and he can't find his toy truck. Mother gets mad at Joshua, because he lost his truck. When Isabel sees that Mother is mad at Joshua, she goes to the sandbox and digs up the toy truck, and gives it back to Joshua. Is Mother mad at Isabel now? Answer A or B. <image1> <image2>"
